"","sector","code","description","region","nondis","estab","employ","wage","bea.comp.st","bea.earn.st","bea.empl.st","gdp.comp.st","us.comp.gdp.ratio","us.comp.out.ratio","st.output","st.gdp.est","gdp","taxsub.est","taxsub.st","surplus.est","surplus.st","check","output","jobs.1000output.ratio","earn.output.ratio","comp.output.ratio","valueadded.output.ratio","taxsub.output.ratio","surplus.output.ratio","Code","Description","st.total.dem","rpc"
"295",294,"512200","Sound recording industries",34000,0,73,286,22222260,30124360.9220439,32574337.3769817,353.455211704603,34167687.5339058,0.187725306416727,0.0993845126198769,343792877.111441,182008958.65397,212394498.668269,1493039.91493556,2596345.92664341,171029636.409605,175770253.810275,0,343792877.111441,0.00102810510407995,0.0947498902556455,0.087623574912749,0.61779784518171,0.00755206433727769,0.511267875259959,"512200","Sound recording industries",664639291.352644,0.517262343024845
"296",295,"515100","Radio and television broadcasting",34000,0,96,2255,176051594,210360547.610639,1120980860.88888,2786.8583999786,211972051.181332,0.419846108788839,0.245214362355576,864435709.006147,504880351.976642,663161969.840425,15873229.0765607,398182.14696326,368845111.690047,479116530.282427,0,864435709.006147,0.00322390476347014,1.29677759630926,0.243350136301626,0.767161702057485,0.000460626675662271,0.554253515085897,"515100","Radio and television broadcasting",423479970.361446,0.931394209951962
"297",296,"515200","Cable and other subscription programming",34000,0,36,1179,175966987,210259452.389361,1120442139.11112,1457.0758552438,211870181.502525,0.217911161595026,0.126992422262869,1668368692.6135,972277784.908844,1277090004.68702,14200917.1322883,356231.970527769,984635095.680407,1279005565.43944,0,1668368692.6135,0.000873353630822026,0.671579456070914,0.126026970729107,0.765472290592109,0.000213521131213348,0.766620454520682,"515200","Cable and other subscription programming",928896069.030888,0.928882681747683
"298",297,"517110","Wired telecommunications carriers",34000,0,455,27098,3090535014,3766792853.27889,3889130061.93393,33489.2633803194,3721108291.50066,0.305860880559577,0.186843064158982,19915688646.245,12166015754.2633,15980100911.2752,1816039059.34925,45555590.9974622,9276374115.77242,12049676243.7384,0,19915688646.245,0.00168155186472217,0.195279717965826,0.189136962330906,0.802387564654371,0.00228742233355067,0.60503437555047,"517110","Wired telecommunications carriers",10362469061.3063,0.930250776711161
"299",298,"517210","Wireless telecommunications carriers (except satellite)",34000,0,184,1932,163279279,199007362.297993,205470686.975947,2387.67646508145,196593753.562033,0.228335528791871,0.113504285497129,1732038157.86325,860986262.638213,1130908231.42811,148439686.003219,3723630.05549975,724255317.433804,940781601.083221,0,1732038157.86325,0.0013785357177275,0.118629422823702,0.114897793327775,0.652934940430678,0.00214985451596138,0.54316447753312,"517210","Wireless telecommunications carriers (except satellite)",3965998120.90648,0.436721880611323
"300",299,"517A00","Satellite, telecommunications resellers, and all other telecommunications",34000,0,360,2926,259507457,316291784.423116,326564251.090127,3616.11870436248,312455722.253451,0.678659186795864,0.419920250150607,744083482.855107,460401521.607098,604738882.769234,38523400.4786929,966364.829547025,155831921.295906,202420059.4565,0,744083482.855107,0.00485982929023924,0.438881198971215,0.425075669210502,0.81272988408344,0.00129873173079855,0.272039447347761,"517A00","Satellite, telecommunications resellers, and all other telecommunications",880787173.831383,0.844793731064883
"301",300,"518200","Data processing, hosting, and related services",34000,0,516,7344,775176654,951875000,1013661000,9076.13662503009,703717592.660938,0.53351705645762,0.266064928311418,2644909260.0332,1319016110.43777,1371969768.82282,34607509.9340579,42854629.4184466,605358923.767793,620686369.086084,0,2644909260.0332,0.00343154933977439,0.383249820822692,0.359889473103532,0.518720921565983,0.0162026841774938,0.234672084394416,"518200","Data processing, hosting, and related services",3707928393.34239,0.713311849490445
"302",301,"5191A0","News syndicates, libraries, archives and all other information services",34000,0,136,3159,263922134,296483588.568131,325606553.807403,3904.07347473721,239592675.850139,0.460508995173322,0.299899985712245,798908593.747082,520277949.74985,541165200.935268,17928026.621594,22200353.0024666,274025731.408205,280963953.096294,0,798908593.747082,0.00488675864209461,0.407564214925048,0.371110776487643,0.677380622978491,0.0277883517291276,0.351684730012107,"5191A0","News syndicates, libraries, archives and all other information services",271076001.367587,0.937074169637959
"303",302,"519130","Internet publishing and broadcasting and Web search portals",34000,0,207,2080,248607414,279279411.431869,306712446.192597,2570.58335785166,225689731.488922,0.373886639676113,0.230824507139063,977754633.969401,603631442.098146,627865030.241911,10453825.6553436,12945017.5790867,382660858.259278,392349677.817622,0,977754633.969401,0.00262906793641656,0.313690608601294,0.285633431669943,0.642149889582175,0.0132395359012861,0.401276214079186,"519130","Internet publishing and broadcasting and Web search portals",903637761.198156,0.91520451809797
"304",303,"52A000","Monetary authorities and depository credit intermediation",34000,1,3350,49371,3689445386,38960000,68241000,92588.5146118396,3931171741.70896,0.404167166247019,0.244758502873117,16061430739.1269,9726598472.14385,5977270016.83947,178132409.14525,426148970.644392,3383301415.58386,1058673128.08572,0,16061430739.1269,0.00576464924673782,0.00424874976011692,0.00242568676681401,0.372150533406614,0.0265324414472155,0.0659139989009019,"52A000","Monetary authorities and depository credit intermediation",21108615270.6123,0.760894569976261
"305",304,"522A00","Nondepository credit intermediation and related activities",34000,0,1339,19292,1693850009,6369160000,6546806000,36179.4904679186,1804828258.29104,0.736598229735126,0.365738809330067,4934746360.65279,2450220738.29859,1505729983.16053,66400527.7580027,158851029.355608,330211415.347381,103326871.914277,0,4934746360.65279,0.00733158055627658,1.32667527802462,1.29067626469812,0.305128140965152,0.0321903128846108,0.0209386388605814,"522A00","Nondepository credit intermediation and related activities",9740463535.16835,0.506623359641528
"306",305,"523A00","Securities and commodity contracts intermediation and brokerage",34000,0,1184,28039,5077462527,6133514129.4199,7306093251.52699,52583.2849486818,6180635212.13936,0.982103278994138,0.501995786085612,12312125686.0218,6293264002.20302,5920576318.52625,105958902.566578,121962979.627352,0,NA,0,12312125686.0218,0.00427085348944909,0.593406324613934,0.498168576721355,0.480873609440815,0.00990592386218239,NA,"523A00","Securities and commodity contracts intermediation and brokerage",27261841680.826,0.45162486930152
"307",306,"523900","Other financial investment activities",34000,0,1869,14244,2018753283,2438629870.5801,2904836748.47301,26712.6613220523,2457364787.86064,0.973642333922708,0.316621900232457,7761196512.4854,2523888600.81727,2374423681.47375,62584266.5222999,72037020.3726482,0,NA,0,7761196512.4854,0.00344182256937829,0.374276922868789,0.314207978970393,0.30593526109718,0.00928169004054498,NA,"523900","Other financial investment activities",114971880233.637,0.067505171670792
"308",307,"524100","Insurance carriers",34000,0,848,40324,4684875011,6089547546.94077,6345442662.36593,75622.1114258942,5824556250.81482,0.429190179433077,0.245718095716129,23704221839.4194,13571038038.4485,14224600872.467,980787125.926971,807186797.558813,7138754745.722,7645273992.15643,0,23704221839.4194,0.0031902380908424,0.267692510867986,0.256897171659693,0.600087232090103,0.0340524486746275,0.322527946453934,"524100","Insurance carriers",19091006624.3353,0.91960535333603
"309",308,"524200","Insurance agencies, brokerages, and related activities",34000,0,3127,31142,3059230233,3976483453.05923,4143583337.63407,58402.5343226167,3803443749.18518,0.657162901964393,0.33677938030095,11293576660.7397,5787672642.22603,6066399127.53304,67816855.4994032,55813202.4411871,2011969816.90976,2154726007.84358,0,11293576660.7397,0.00517130543113447,0.36689734900712,0.352101338000638,0.537154819041685,0.00494203068857828,0.190792170857097,"524200","Insurance agencies, brokerages, and related activities",11774759809.1692,0.910839551894746
"310",309,"525000","Funds, trusts, and other financial vehicles",34000,1,41,77,33318286,15409000,295388000,144.402900996772,7.75e+08,0.0237589049270822,0.00546443399787256,141826216640.502,32619348508.6342,9.88e+08,131372197.978442,8.6e+07,833190854.500019,1.27e+08,0,141826216640.502,1.01816789883637e-06,0.00208274610292075,0.000108647049642862,0.00696627198696528,0.000606375901699407,0.00089546208739331,"525000","Funds, trusts, and other financial vehicles",6696267299.90141,0.948190751249783
"311",310.1,"5310HS","Housing",34000,1,4396.57282390372,23869.9026920505,356056156.601944,435293124.115874,653491293.314472,114151.981266228,444003751.768251,0.0103101979911886,0.00934300971178635,47522561301.4331,43064522344.5476,68468057901.2762,8588793368.50119,13934896948.5223,59173345299.7407,55529649218.7104,1,75555870625.2648,0.00151082874595396,0.00864911340318741,0.00576120850059159,0.906191105134079,0.184431690525219,0.734948174895917,"5310HS","Housing",41786889681.99,0.929021815257681
"312",310.2,"531ORE","Other real estate",34000,1,2574.42717609628,13977.0973079495,1713703246.39806,2095071875.88413,3145262706.68553,66842.0550614419,2136996248.23175,0.214076712677311,0.0767958196422052,27826986653.5457,9982385386.55514,15870942098.7238,859873731.47942,1395103051.47766,11613469255.6576,10898350781.2896,0,27826986653.5457,0.00240205868833896,0.113029223963233,0.0752892112239243,0.570343540834001,0.05013489490785,0.391646818140148,"531ORE","Other real estate",32070029697.131,0.86769444607141
"313",311,"532100","Automotive equipment rental and leasing",34000,0,514,6946,506550288,592687919.806093,817172168.687711,33217.5489822706,537211429.029928,0.261989154473023,0.176273950264982,3047593976.43481,2050510182.79936,2265101293.1786,398480511.663127,209836244.82016,1273120188.20148,1392589818.05791,0,3047593976.43481,0.0108995979251572,0.268136823673496,0.19447732355064,0.743242476095324,0.0688530842502958,0.456947293119083,"532100","Automotive equipment rental and leasing",3358412298.32531,0.907450814765807
"314",312,"532A00","Consumer goods and general rental centers",34000,0,497,5250,229805183,268882989.704131,370724100.28476,25106.8430977427,243715132.894987,0.451686107202832,0.321852462727596,757226248.416991,539567476.193253,596034586.092099,83887952.2294558,44174639.3268116,242926091.912452,265722282.368162,0,757226248.416991,0.0331563296309781,0.489581681907848,0.355089367631194,0.787128797156901,0.0583374380103177,0.350915308236691,"532A00","Consumer goods and general rental centers",1213399405.88658,0.624053584288444
"315",313,"532400","Commercial and industrial machinery and equipment rental and leasing",34000,0,288,3392,252130003,295004090.489776,406738731.027528,16221.4117690559,267391258.916726,0.213112760004866,0.159249563699825,1679070590.23873,1254693801.11553,1386000701.3328,112822244.171257,59411176.5974992,977804022.331827,1069561175.90045,0,1679070590.23873,0.00966094687344236,0.242240399773603,0.175694870843895,0.825457076903322,0.0353833703853107,0.636995956047553,"532400","Commercial and industrial machinery and equipment rental and leasing",1985269378.50306,0.84576461432392
"316",314,"533000","Lessors of nonfinancial intangible assets",34000,0,47,656,113794289,124456000,127323000,3137.1598232608,120682179.158359,0.0451619392476363,0.0236406441567819,5104860018.11159,2672209855.66238,2951863419.3965,166311125.491475,87577939.255529,2652240417.49092,2901126723.67348,0,5104860018.11159,0.000614543750882578,0.0249415262217317,0.0243799045533944,0.578245712698008,0.0171557964263095,0.568306812210431,"533000","Lessors of nonfinancial intangible assets",4927024168.57961,0.913691998978666
"317",315,"541100","Legal services",34000,0,6177,38321,3227881947,3781899881.16347,4641849891.42072,58991.114328155,3.911e+09,0.510697484338066,0.381160510344493,10260769134.938,7658154034.31876,6.749e+09,602339105.841704,4.42e+08,2699963572.36069,2.396e+09,0,10260769134.938,0.00574919029483761,0.452388103696356,0.368578595953987,0.65774796326131,0.0430766928080455,0.233510760108771,"541100","Legal services",11619795651.6652,0.883042132799262
"318",316,"541511","Custom computer programming services",34000,0,4027,28628,2963740086,3472421997.79334,4262001158.123,44069.7690818721,3212058326.23856,0.871614025902028,0.606430737252633,5296661479.90855,3685184302.66702,3855416775.91267,70771005.6961039,141694299.269436,424210432.633106,476485868.124572,0,5296661479.90855,0.00832029180060664,0.804658023604066,0.655586922246218,0.727895635871227,0.0267516245482017,0.0899596604260991,"541511","Custom computer programming services",5640929542.09086,0.938969622007598
"319",317,"541512","Computer systems design services",34000,0,4099,33506,3655305203,4282683982.81726,5256505144.31751,51578.9326134277,3961566524.57522,0.843198691135841,0.53526812396508,7401088066.34947,4698259812.57009,4915290040.13987,108943748.130714,218121925.770759,661780163.610183,743331308.021232,0,7401088066.34947,0.00696910132010746,0.710234103039155,0.578655995500086,0.66413073268081,0.0294716025286192,0.100435409139493,"541512","Computer systems design services",3469702557.24732,0.932187337000242
"320",318,"54151A","Other computer related services, including facilities management",34000,0,720,6010,791093075,926872436.927986,1137629989.13431,9251.75744662748,857375149.186216,0.783188560737672,0.541454941887322,1583465368.69293,1094723789.60524,1145293183.94746,30059545.8141496,60183774.9598055,218283728.310286,245182823.854195,0,1583465368.69293,0.00584272799995895,0.718443239509156,0.585344305757109,0.723282748452431,0.0380076357523905,0.154839397628621,"54151A","Other computer related services, including facilities management",2137244750.18082,0.74089098525518
"321",319,"541200","Accounting, tax preparation, bookkeeping, and payroll services",34000,0,3888,34431,2963664810,3472333801.78738,4261892907.60512,53002.8719874926,3390747652.86022,0.680326852849474,0.538973448653548,6291121874.98459,4983997969.00335,4839570160.91405,58510998.0457386,113433867.724084,1488523481.82921,1338782412.5423,0,6291121874.98459,0.00842502705252749,0.677445611815549,0.551941906513436,0.76926981500035,0.018030785284121,0.212805035277683,"541200","Accounting, tax preparation, bookkeeping, and payroll services",6046535112.26891,0.913841103509145
"322",320,"541300","Architectural, engineering, and related services",34000,0,3417,36450,3215134413,3766964422.52176,4623518322.83012,56110.908307749,3678455616.07552,0.832903583899502,0.433083695612465,8493636803.55933,4416424286.29453,4288443800.90332,61736525.0581454,119687119.534621,654847064.721197,588971382.618928,0,8493636803.55933,0.00660622882817821,0.544350839312154,0.44350429735154,0.504900774554689,0.0140913865641706,0.0693426615995771,"541300","Architectural, engineering, and related services",15195767130.7472,0.558947549701077
"323",321,"541400","Specialized design services",34000,0,972,3689,225652580,264382489.663036,324499291.22882,5678.82416316286,258170543.920874,0.397310822423293,0.263493127723768,979799914.142451,649794894.451227,630964940.487186,26280903.3494132,50950156.6163063,353994837.712545,318384001.761216,0,979799914.142451,0.00579590187873524,0.331189344421235,0.269833142304806,0.64397325553904,0.0520005726484466,0.324947978832877,"541400","Specialized design services",2076860164.20352,0.471769804741865
"324",322,"541610","Management consulting services",34000,0,6183,35457,3171876133,3716281502.05641,4561310830.23341,54582.2901472663,3628963544.33992,0.740141193398984,0.452315851664583,8023073989.08274,4903069274.76158,4760986642.97322,65776929.9902658,127520155.612105,1171407377.29613,1053567252.24057,0,8023073989.08274,0.00680316425120075,0.568524088951459,0.463199206079026,0.59341178324563,0.0158941766940733,0.131317155204376,"541610","Management consulting services",8026117077.59167,0.912393798354513
"325",323,"5416A0","Environmental and other technical consulting services",34000,0,826,5212,431074779,505062354.274714,619906319.050818,8023.32110013684,493195380.992322,0.883463675653427,0.538039731779157,916652343.42723,558252019.391228,542074822.686185,7000451.76446967,13571607.8341193,56143065.3461253,50495238.6637793,0,916652343.42723,0.00875285069379609,0.676272005952746,0.550985723100166,0.591363592285649,0.0148056217075462,0.0550865756530824,"5416A0","Environmental and other technical consulting services",1373696012.70805,0.667289076292926
"326",324,"541700","Scientific research and development services",34000,0,705,27147,4511308047,5285606985.31677,6487478511.28657,41789.9266894503,5161416068.40305,0.884297858985031,0.399359092869908,12924248278.1891,5836739302.21562,5667600496.57195,49419329.4121348,95808067.9322357,606334182.458743,545338753.139079,0,12924248278.1891,0.00323345124528248,0.501961767651495,0.408968233319748,0.438524576020146,0.00741304761948293,0.0421950075084361,"541700","Scientific research and development services",11772185139.4801,0.915697453440683
"327",325,"541800","Advertising, public relations, and related services",34000,0,1422,12785,937404793,1098296385.51176,1348033294.91291,19681.1512404546,1072490752.30092,0.457080536036154,0.271018555806821,3957259491.35889,2346393398.41872,2278398897.30608,26247326.7080792,50885062.3875474,1210739781.31316,1088942932.49272,0,3957259491.35889,0.00497342953714069,0.340648192987215,0.277539642752771,0.575751704501868,0.012858662035851,0.275176023930334,"541800","Advertising, public relations, and related services",13413501083.1566,0.295020626369355
"328",326,"5419A0","Marketing research and all other miscellaneous professional, scientific, and technical services",34000,0,1097,10846,1102717321,1291982350.56977,1585760681.70922,16696.2664336309,1261625861.1071,0.260676435796538,0.168935198222723,7468105370.46153,4839815525.5269,4699565880.11057,58087963.9479664,112613741.670996,3416525285.79894,3072832925.02234,0,7468105370.46153,0.0022356763336079,0.21233774873897,0.173000016266499,0.629284891814553,0.0150792920137972,0.411460842153656,"5419A0","Marketing research and all other miscellaneous professional, scientific, and technical services",2382163126.1634,0.937843644929826
"329",327,"541920","Photographic services",34000,0,365,1638,46012765,53910171.8534759,66168574.8506765,2521.52723753341,52643495.4448708,0.327814569536424,0.175295109612142,300313543.03808,160589248.730818,155935644.668147,9490879.66602091,18399740.6398543,95302200.998697,85715080.8375802,0,300313543.03808,0.0083963154376081,0.220331637998378,0.179512956052868,0.519242799011479,0.0612684344958804,0.285418632707855,"541920","Photographic services",375226103.06523,0.800353548393388
"330",328,"541940","Veterinary services",34000,0,614,7954,329769250,386369237.742871,474224083.296808,12244.3392230408,377291084.555198,0.83746835443038,0.404615321890162,932468604.482602,450513840.384835,437458713.379298,15541782.1377793,30130480.0481315,55559102.4165269,49970020.6814857,0,932468604.482602,0.0131311007836395,0.508568418300732,0.414350934589648,0.469140420681542,0.0323125946581868,0.0535889577850318,"541940","Veterinary services",622220827.290397,0.924747227075234
"331",329,"550000","Management of companies and enterprises",34000,0,1334,82816,12470988890,14633145000,14335181000,88819,1.3645e+10,0.845456752164415,0.508284592487926,26845196965.7611,16139205187.0992,1.6133e+10,586419466.823868,5.46e+08,1906826750.50763,1.942e+09,0,26845196965.7611,0.00330856205351301,0.533994256711298,0.545093597885066,0.60096411363926,0.0203388338217961,0.0723406873295384,"550000","Management of companies and enterprises",17006209601.8233,0.926009757026081
"332",330,"561100","Office administrative services",34000,0,1280,12913,1268777932,1542683978.46186,1810870233.37977,16112.6077891856,1485237603.34356,0.984757286964276,0.774383696724006,1917960837.27845,1508227075.8535,1598029226.75614,19370860.8827654,29330207.6715665,4987440.04337868,5651051.07535065,0,1917960837.27845,0.00840090552216337,0.944164342765912,0.804335494488456,0.833191791873971,0.0152923913259801,0.002946385017626,"561100","Office administrative services",1792409096.58749,0.914822443714101
"333",331,"561200","Facilities support services",34000,0,155,4439,205386750,249726008.485897,293139360.738513,5538.90389345583,240426726.091988,0.522362697117999,0.281275162872411,854774106.738489,460267793.658467,487672843.28493,7126812.21494426,10790995.9999016,225803929.340467,255848596.999557,0,854774106.738489,0.00647996219093521,0.34294366011744,0.292154390870311,0.570528329579045,0.012624383348574,0.299317205543092,"561200","Facilities support services",1092363131.6512,0.782499959923057
"334",332,"561300","Employment services",34000,0,2345,106604,3296445928,4008088563.59541,4704870455.58194,133018.542612743,3858835597.76034,0.76360065512865,0.602222147666018,6407661379.96703,5053473398.4876,5354364947.23309,35647426.5316601,53975217.1810154,1230120939.19636,1393796455.85629,0,6407661379.96703,0.0207592965240974,0.734257036473758,0.625515039874974,0.835619211085814,0.00842354393909829,0.217520304711149,"561300","Employment services",6398277765.40029,0.912461719941036
"335",333,"561400","Business support services",34000,0,1342,16678,944855434,1148832512.9495,1348550078.87836,20810.5066760658,1106052355.50416,0.769707806169794,0.481979619892572,2294811460.59804,1436976923.7603,1522536731.44251,28636082.2902185,43359055.9322767,321992241.780749,364835384.153712,0,2294811460.59804,0.00906850389819935,0.587651797122768,0.500621742864272,0.663469203280748,0.0188943870451898,0.158982727085838,"561400","Business support services",3543425868.85388,0.647625079663453
"336",334,"561500","Travel arrangement and reservation services",34000,0,839,5455,342413986,416334928.974366,488712231.747988,6806.6503128636,400831473.413391,0.62177209820245,0.293193979096865,1367120411.70861,644659795.079578,683043826.98395,10756880.8852131,16287430.4952709,247589352.630695,280532711.222575,0,1367120411.70861,0.00497882282684723,0.357475630941098,0.304534205918289,0.499622287206063,0.0119136766270025,0.205199709418404,"561500","Travel arrangement and reservation services",1614038274.8927,0.847018582505108
"337",335,"561600","Investigation and security services",34000,0,976,28740,943896046,1147666010.55424,1347180787.11528,35861.2520608066,1104929291.25638,0.807879423829057,0.567183837481862,1948097280.34911,1367690844.28394,1449125252.63855,37047178.0699353,56094637.8693718,241359600.410847,273474050.331428,0,1948097280.34911,0.0184083476849678,0.69153671159269,0.589121509552425,0.743866986138836,0.0287945773731174,0.14038007911105,"561600","Investigation and security services",1617537641.2631,0.918680101789561
"338",336,"561700","Services to buildings and dwellings",34000,0,7373,63337,1754847142,2133686677.81414,2504615168.21161,79030.7627618409,2054232578.99033,0.571878267193963,0.35748637839297,5746324064.77931,3592080162.56647,3805958118.99463,92514937.2304367,140080626.15869,1536898447.66075,1741392688.39699,0,5746324064.77931,0.0137532728525077,0.435863891415912,0.371313322005638,0.662329182289303,0.024377432351454,0.303044636669629,"561700","Services to buildings and dwellings",4848381267.52483,0.918182485824004
"339",337,"561900","Other support services",34000,0,847,12828,790577941,961249319.164596,1128356684.34653,16006.546326932,925454373.639851,0.833616546098946,0.422085105336906,2192577662.50993,1110167951.88468,1176269052.66621,36378277.7369701,55081828.6919076,159276321.206295,180469061.964097,0,2192577662.50993,0.00730033266352295,0.514625640696739,0.438410613954817,0.536477714235074,0.0251219510413388,0.0823090853518536,"561900","Other support services",1863253382.00742,0.917957701299088
"340",338,"562000","Waste management and remediation services",34000,0,832,12859,780578427,1015225000,1056529000,16045.2275661069,1.05e+09,0.578771639404057,0.27218388377954,3857686154.74113,1814187027.34148,1.919e+09,148766785.443731,2.19e+08,659516596.055105,6.5e+08,0,3857686154.74113,0.00415928795720906,0.273876349091156,0.263169412771508,0.497448450450416,0.0567697814740183,0.168494785196858,"562000","Waste management and remediation services",4221532540.24291,0.913811777587093
"341",339,"611100","Elementary and secondary schools",34000,0,602,27055,1183142991,1570605116.28503,1678066509.81932,45050.4362690549,1536716456.75583,0.886743029657254,0.591459622730907,2598176439.60284,1732989609.57133,1842475789.14402,141923969.728506,216721267.578829,66831056.6387261,93733928.1121426,0,2598176439.60284,0.0173392520932648,0.645863184748082,0.604502870684608,0.709141904706697,0.0834128368941552,0.0360768139851468,"611100","Elementary and secondary schools",1093534283.57,0.933992819152697
"342",340,"611A00","Junior colleges, colleges, universities, and professional schools",34000,0,178,20065,1230844402,1633928045.75385,1745722017.96933,33411.088661563,1598673078.94924,0.840705762462822,0.511207983571712,3127245916.19173,1901584538.05048,2021722145.94828,105648643.381781,161327983.958473,216400044.369077,303511978.151214,0,3127245916.19173,0.0106838699472186,0.558229849763534,0.522481470770805,0.646486461291883,0.0515878790098265,0.0970540809022216,"611A00","Junior colleges, colleges, universities, and professional schools",4797042666.04836,0.651911215700703
"343",341,"611B00","Other educational services",34000,0,2833,27467,1110689257,1474423837.96112,1575304472.21134,45736.4750693821,1442610464.29493,0.93761415884613,0.545402920002198,2645036195.05579,1538597141.14202,1635802064.9077,28127099.8122946,42950748.4626985,73975302.8030312,103754093.736643,0,2645036195.05579,0.0172914363723546,0.595570100385004,0.557430495929385,0.618442223197326,0.0162382460183281,0.0392259636864648,"611B00","Other educational services",1663652699.14563,0.92617876770841
"344",342,"621100","Offices of physicians",34000,0,8450,73327,6093593244,7585087764.51586,9995497054.64367,85598.7783510322,7346207103.17305,0.868531373963217,0.547691126934721,13413047504.1431,8458194284.50972,9097140781.79084,160750053.482781,217347819.196942,1035279553.62915,1271993703.52209,0,13413047504.1431,0.00638175465527818,0.745207012169027,0.565500700878974,0.678230713712219,0.0162042085610901,0.0948325653159127,"621100","Offices of physicians",9801503980.18659,0.922380854121379
"345",343,"621200","Offices of dentists",34000,0,4556,28455,1360793005,1693866649.60407,2232148082.22556,33217.1401799968,1640520927.30711,0.680676359859795,0.430149207814182,3813841563.59015,2410133543.70794,2592199163.61835,62171724.71485,84061488.5638763,765620812.946539,940678148.177072,0,3813841563.59015,0.00870962771424828,0.58527551420472,0.444136606453455,0.679681921862057,0.0220411590681668,0.246648459956361,"621200","Offices of dentists",2742348104.66258,0.922816402372423
"346",344,"621300","Offices of other health practitioners",34000,0,4067,23583,1029516126,1281504993.5247,1688745046.32774,27529.777433311,1241145966.72485,0.627893427745535,0.425017822202673,2920220992.83404,1976682525.85668,2126004512.75475,56023960.9877336,75749186.2655139,735076290.850961,903149695.454838,0,2920220992.83404,0.00942729248946109,0.578293577942137,0.438838360750572,0.72802863823381,0.0259395389771512,0.309274434253807,"621300","Offices of other health practitioners",1738838961.06368,0.927433223789866
"347",345,"621400","Outpatient care centers",34000,0,897,20648,1102184439,1371959920.48377,1807944979.67948,24103.5849740493,1328752155.02136,0.61829411464448,0.33089751820032,4015600244.59584,2149061625.44568,2311405425.05957,35807847.8130559,48415272.4287422,846469206.374859,1040012329.9642,0,4015600244.59584,0.00600248618036312,0.450230319144092,0.341657494998448,0.575606455889188,0.0120567958660474,0.258992993977387,"621400","Outpatient care centers",2249069525.82099,0.928758404453566
"348",346,"621500","Medical and diagnostic laboratories",34000,0,680,13640,880435682,1095934968.34679,1444204086.79221,15922.7479197032,1061420183.79122,0.742351878146379,0.459687733134392,2309002627.83586,1429807366.34161,1537817466.10768,23820588.0899602,32207472.1666957,372329025.506127,457461150.876699,0,2309002627.83586,0.00689594187886527,0.625466627617401,0.474635652266006,0.666009404913072,0.0139486511528497,0.198120671393718,"621500","Medical and diagnostic laboratories",1140870590.92732,0.931236098038439
"349",347,"621600","Home health care services",34000,0,643,39823,1052252484,1309806401.90066,1726040151.25554,46487.6532555969,1268556065.81611,0.834763444019982,0.554391100702576,2288197022.29794,1519659341.70178,1634457013.73198,24207062.4425777,32730018.541624,245913015.289678,302140427.642067,0,2288197022.29794,0.020316280810868,0.754323222360524,0.572418541382978,0.714299073814265,0.014303846313354,0.132043012335817,"621600","Home health care services",1833652890.13,0.919755052188977
"350",348,"621900","Other ambulatory health care services",34000,0,367,8190,320512308,398962301.624138,525745599.075803,9560.6528931356,386397598.166299,0.730412179725214,0.409401760228354,943810300.060206,529013081.780297,568975636.936833,4799062.45148567,6488742.83660549,148589839.299773,182564544.363033,0,943810300.060206,0.010129845894377,0.55704583753988,0.422714502690518,0.602849573585431,0.00687504982324474,0.193433515560687,"621900","Other ambulatory health care services",1091887478.69043,0.864384214014595
"351",349,"622000","Hospitals",34000,0,151,142028,8422325648,10546706000,10656605000,165797.363749238,10572582724.5819,0.908199498543064,0.50472058718305,20947397417.628,11641255849.1196,12135640954.2279,303905002.008195,419437781.033004,810194041.343453,1110294747.19549,0,20947397417.628,0.00791493856939546,0.508731695281252,0.503485267870298,0.579338841588758,0.0200233839398126,0.0530039472235888,"622000","Hospitals",18338108722.1597,0.917008067829842
"352",350,"623A00","Nursing and community care facilities",34000,0,674,72090,2441332315,3113810271.87542,3318182386.92462,84154.7578835342,3064615278.16391,0.873948163574859,0.531697671012158,5763830547.40488,3506632779.71566,3655553741.3237,339464078.784758,468515026.093754,121325183.459888,166264755.137762,0,5763830547.40488,0.0146004913210754,0.575690482160099,0.540232792457334,0.634222972250561,0.0812853574095267,0.0288462253999854,"623A00","Nursing and community care facilities",3876937322.82264,0.924547547158158
"353",351,"623B00","Residential mental retardation, mental health, substance abuse and other facilities",34000,0,1008,21232,634748015,809592728.124576,862729613.075378,24785.3213952448,796801997.254197,0.930371797018925,0.636230888163546,1252378675.85168,856433954.476362,892805304.448383,30465429.7071442,42047192.8732419,31698999.2535684,43440497.6667449,0,1252378675.85168,0.0197905967844667,0.688872806372786,0.646444037841841,0.712887660628072,0.0335738652246277,0.0346863919869949,"623B00","Residential mental retardation, mental health, substance abuse and other facilities",970031938.436615,0.920750851641401
"354",352,"624100","Individual and family services",34000,0,2873,33340,920451712,1186042340.4215,1351827866.9726,38919.6785661955,1177096778.88033,0.874867416893028,0.554739017748762,2121892892.36806,1345457330.04966,1316661627.81939,20334937.0536328,76917461.4055904,144422333.513238,100856974.056182,0,2121892892.36806,0.0183419618898674,0.637085817024415,0.558954858036148,0.620512766009589,0.0362494552303955,0.047531604643637,"624100","Individual and family services",1659969447.73435,0.920462627219193
